Model,Incomplete,Step,Time,Prob0,Results0,Prob1,Results1,Prob2,Results2,Label
goal8_sas_plan.8,0.1,1,0.031980276107788086,"[0.00218812 0.00470362 0.00586421 0.01011099 0.00411929 0.01067271
 0.00396515 0.02059861 0.01489481]",goal6,"[0.00218812 0.00470362 0.00586421 0.01011099 0.00411929 0.01067271
 0.00396515 0.02059861 0.01489481]",goal7,"[0.         0.         0.         0.00160614 0.00107076 0.01177839
 0.00566883 0.03452647 0.02017377]",goal7,goal8
goal8_sas_plan.9,0.1,1,0.039974212646484375,"[0.00218812 0.00470362 0.00586421 0.01011099 0.00411929 0.01067271
 0.00396515 0.02059861 0.01489481]",goal6,"[0.00218812 0.00470362 0.00586421 0.01011099 0.00411929 0.01067271
 0.00396515 0.02059861 0.01489481]",goal7,"[0.         0.         0.         0.00160614 0.00107076 0.01177839
 0.00566883 0.03452647 0.02017377]",goal7,goal8
goal0_sas_plan.0,0.3,2,0.07195234298706055,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal0,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal2,"[0.01595891 0.00571759 0.01472418 0.00150721 0.         0.
 0.         0.         0.        ]",goal0,goal0
goal0_sas_plan.1,0.3,2,0.031976938247680664,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal0,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal2,"[0.01031721 0.02217806 0.01359854 0.00389756 0.         0.
 0.         0.         0.        ]",goal1,goal0
goal0_sas_plan.2,0.3,2,0.03197908401489258,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal0,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal2,"[0.01031721 0.02217806 0.01359854 0.00389756 0.         0.
 0.         0.         0.        ]",goal1,goal0
goal0_sas_plan.3,0.3,2,0.03997159004211426,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal1,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal2,"[0.         0.04106244 0.03424567 0.0218215  0.         0.
 0.         0.         0.        ]",goal1,goal0
goal1_sas_plan.0,0.3,2,0.04796743392944336,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal0,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal2,"[0.01595891 0.00571759 0.01472418 0.00150721 0.         0.
 0.         0.         0.        ]",goal0,goal1
goal1_sas_plan.1,0.3,2,0.047968149185180664,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal1,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal2,"[0.         0.04106244 0.03424567 0.0218215  0.         0.
 0.         0.         0.        ]",goal1,goal1
goal1_sas_plan.10,0.3,2,0.06395697593688965,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal1,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal2,"[0.         0.04106244 0.03424567 0.0218215  0.         0.
 0.         0.         0.        ]",goal1,goal1
goal1_sas_plan.11,0.3,2,0.031978607177734375,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal0,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal2,"[0.01595891 0.00571759 0.01472418 0.00150721 0.         0.
 0.         0.         0.        ]",goal0,goal1
goal1_sas_plan.2,0.3,2,0.16788506507873535,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal1,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal2,"[0.         0.04106244 0.03424567 0.0218215  0.         0.
 0.         0.         0.        ]",goal1,goal1
goal1_sas_plan.3,0.3,2,0.03197789192199707,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal0,"[0.00668381 0.01436764 0.01791277 0.01136231 0.001703   0.00316161
 0.00163928 0.00610198 0.00441233]",goal2,"[0.01595891 0.00571759 0.01472418 0.00150721 0.         0.
 0.         0.         0.        ]",goal0,goal1
goal1_sas_plan.4,0.3,2,0.05596303939819336,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal1,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal2,"[0.         0.04106244 0.03424567 0.0218215  0.         0.
 0.         0.         0.        ]",goal1,goal1
goal1_sas_plan.5,0.3,2,0.031978607177734375,"[0.00191321 0.0121506  0.02497544 0.01721893 0.00425494 0.01817554
 0.00163773 0.01187357 0.01102416]",goal1,"[0.00191321 0.0121506  0.02497544 0.01721893 0.00425494 0.01817554
 0.00163773 0.01187357 0.01102416]",goal2,"[0.         0.01950342 0.09069337 0.03070979 0.         0.00614196
 0.         0.         0.        ]",goal2,goal1
goal1_sas_plan.6,0.3,2,0.055960655212402344,"[0.00328841 0.01266711 0.02603713 0.0179509  0.00731333 0.00542891
 0.00170735 0.00750792 0.00697082]",goal1,"[0.00328841 0.01266711 0.02603713 0.0179509  0.00731333 0.00542891
 0.00170735 0.00750792 0.00697082]",goal2,"[0.         0.01911158 0.05216356 0.04965312 0.00902784 0.
 0.         0.         0.        ]",goal2,goal1
goal1_sas_plan.7,0.3,2,0.03997325897216797,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal1,"[0.00351596 0.01354365 0.02783885 0.01919307 0.00287667 0.00580458
 0.0018255  0.00802745 0.00745318]",goal2,"[0.         0.04106244 0.03424567 0.0218215  0.         0.
 0.         0.         0.        ]",goal1,goal1
goal1_sas_plan.8,0.3,2,0.05596423149108887,"[0.00328841 0.01266711 0.02603713 0.0179509  0.00731333 0.00542891
 0.00170735 0.00750792 0.00697082]",goal1,"[0.00328841 0.01266711 0.02603713 0.0179509  0.00731333 0.00542891
 0.00170735 0.00750792 0.00697082]",goal2,"[0.         0.01911158 0.05216356 0.04965312 0.00902784 0.
 0.         0.         0.        ]",goal2,goal1
goal1_sas_plan.9,0.3,2,0.03197836875915527,"[0.00245862 0.00624355 0.02499596 0.01873064 0.00645952 0.010151
 0.00193634 0.01403845 0.01673603]",goal7,"[0.00245862 0.00624355 0.02499596 0.01873064 0.00645952 0.010151
 0.00193634 0.01403845 0.01673603]",goal2,"[0.         0.         0.1012425  0.08570017 0.         0.
 0.         0.         0.        ]",goal2,goal1
goal2_sas_plan.0,0.3,3,0.07195234298706055,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.03156827 0.06483221 0.02322741 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.1,0.3,3,0.04796743392944336,"[0.0023307  0.00806581 0.01780664 0.02419744 0.00642207 0.01083936
 0.0017924  0.01299492 0.01663899]",goal1,"[0.0023307  0.00806581 0.01780664 0.02419744 0.00642207 0.01083936
 0.0017924  0.01299492 0.01663899]",goal3,"[0.         0.         0.         0.17532468 0.         0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.10,0.3,3,0.055962562561035156,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.04993916 0.02051215 0.00734888 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.11,0.3,3,0.04796791076660156,"[0.00282866 0.02306654 0.02875807 0.01824163 0.00140376 0.00260606
 0.00135123 0.00502977 0.00363701]",goal1,"[0.00282866 0.02306654 0.02875807 0.01824163 0.00140376 0.00260606
 0.00135123 0.00502977 0.00363701]",goal2,"[0.         0.04478328 0.0329508  0.01180527 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.12,0.3,3,0.039972782135009766,"[0.00271684 0.02215466 0.02762119 0.02445154 0.00134826 0.00250304
 0.00129781 0.00483093 0.00349323]",goal1,"[0.00271684 0.02215466 0.02762119 0.02445154 0.00134826 0.00250304
 0.00129781 0.00483093 0.00349323]",goal2,"[0.         0.03565059 0.03278889 0.03934667 0.         0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.13,0.3,3,0.055962324142456055,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal1,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal2,"[0.         0.04550469 0.0167408  0.02399088 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.14,0.3,3,0.06395626068115234,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal1,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal2,"[0.         0.02831342 0.07268459 0.02604068 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.15,0.3,3,0.04796862602233887,"[0.00271684 0.02215466 0.02762119 0.02445154 0.00134826 0.00250304
 0.00129781 0.00483093 0.00349323]",goal1,"[0.00271684 0.02215466 0.02762119 0.02445154 0.00134826 0.00250304
 0.00129781 0.00483093 0.00349323]",goal2,"[0.         0.03565059 0.03278889 0.03934667 0.         0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.16,0.3,3,0.05596208572387695,"[0.00198162 0.00503222 0.02811647 0.02488999 0.01014037 0.00818158
 0.00156067 0.01131482 0.01882536]",goal3,"[0.00198162 0.00503222 0.02811647 0.02488999 0.01014037 0.00818158
 0.00156067 0.01131482 0.01882536]",goal2,"[0.         0.         0.0248087  0.06202175 0.03721305 0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.17,0.3,3,0.03997302055358887,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.03156827 0.06483221 0.02322741 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.18,0.3,3,0.055962324142456055,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal1,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal2,"[0.         0.05304854 0.01301074 0.00466135 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.19,0.3,3,0.06395792961120605,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal1,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal2,"[0.         0.04550469 0.0167408  0.02399088 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.2,0.3,3,0.047966957092285156,"[0.00484293 0.02027633 0.0252794  0.01603506 0.00123396 0.00229082
 0.00118778 0.00442135 0.00319707]",goal1,"[0.00484293 0.02027633 0.0252794  0.01603506 0.00123396 0.00229082
 0.00118778 0.00442135 0.00319707]",goal2,"[0.         0.04478328 0.0329508  0.01180527 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.20,0.3,3,0.04796743392944336,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal1,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal2,"[0.         0.05304854 0.01301074 0.00466135 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.21,0.3,3,0.03997302055358887,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal0,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal2,"[0.         0.         0.05890979 0.09425567 0.01178196 0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.22,0.3,3,0.07195067405700684,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal1,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal2,"[0.         0.02831342 0.07268459 0.02604068 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.23,0.3,3,0.06395816802978516,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal1,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal2,"[0.         0.02831342 0.07268459 0.02604068 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.24,0.3,3,0.055960893630981445,"[0.00198162 0.00503222 0.02811647 0.02488999 0.01014037 0.00818158
 0.00156067 0.01131482 0.01882536]",goal2,"[0.00198162 0.00503222 0.02811647 0.02488999 0.01014037 0.00818158
 0.00156067 0.01131482 0.01882536]",goal2,"[0.         0.         0.0248087  0.06202175 0.03721305 0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.25,0.3,3,0.04796624183654785,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.04993916 0.02051215 0.00734888 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.26,0.3,3,0.04796719551086426,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal1,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal2,"[0.         0.04550469 0.0167408  0.02399088 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.27,0.3,3,0.05596137046813965,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.03156827 0.06483221 0.02322741 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.28,0.3,3,0.04796934127807617,"[0.00198162 0.00503222 0.02811647 0.02488999 0.01014037 0.00818158
 0.00156067 0.01131482 0.01882536]",goal2,"[0.00198162 0.00503222 0.02811647 0.02488999 0.01014037 0.00818158
 0.00156067 0.01131482 0.01882536]",goal2,"[0.         0.         0.0248087  0.06202175 0.03721305 0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.29,0.3,3,0.04796791076660156,"[0.00586887 0.00831693 0.03619022 0.00556748 0.00291245 0.00587679
 0.00184821 0.00812731 0.00754589]",goal0,"[0.00586887 0.00831693 0.03619022 0.00556748 0.00291245 0.00587679
 0.00184821 0.00812731 0.00754589]",goal2,"[0.         0.         0.19805195 0.         0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.3,0.3,3,0.05596303939819336,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal1,"[0.00156273 0.02482014 0.03094437 0.01962843 0.00151048 0.00280418
 0.00145396 0.00541215 0.00391351]",goal2,"[0.         0.04550469 0.0167408  0.02399088 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.30,0.3,3,0.05596137046813965,"[0.00271684 0.02215466 0.02762119 0.02445154 0.00134826 0.00250304
 0.00129781 0.00483093 0.00349323]",goal1,"[0.00271684 0.02215466 0.02762119 0.02445154 0.00134826 0.00250304
 0.00129781 0.00483093 0.00349323]",goal2,"[0.         0.03565059 0.03278889 0.03934667 0.         0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.31,0.3,3,0.06395721435546875,"[0.0023307  0.00806581 0.01780664 0.02419744 0.00642207 0.01083936
 0.0017924  0.01299492 0.01663899]",goal7,"[0.0023307  0.00806581 0.01780664 0.02419744 0.00642207 0.01083936
 0.0017924  0.01299492 0.01663899]",goal3,"[0.         0.         0.         0.17532468 0.         0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.32,0.3,3,0.06395649909973145,"[0.00271684 0.02215466 0.02762119 0.02445154 0.00134826 0.00250304
 0.00129781 0.00483093 0.00349323]",goal1,"[0.00271684 0.02215466 0.02762119 0.02445154 0.00134826 0.00250304
 0.00129781 0.00483093 0.00349323]",goal2,"[0.         0.03565059 0.03278889 0.03934667 0.         0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.33,0.3,3,0.047966718673706055,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal1,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal2,"[0.         0.02831342 0.07268459 0.02604068 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.34,0.3,3,0.03997397422790527,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.03156827 0.06483221 0.02322741 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.35,0.3,3,0.04796719551086426,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal0,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal2,"[0.         0.         0.05890979 0.09425567 0.01178196 0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.36,0.3,3,0.06395769119262695,"[0.00225109 0.00571652 0.03193985 0.02393402 0.00591427 0.00929415
 0.00177289 0.01285345 0.01532333]",goal2,"[0.00225109 0.00571652 0.03193985 0.02393402 0.00591427 0.00929415
 0.00177289 0.01285345 0.01532333]",goal2,"[0.         0.         0.13399029 0.05671032 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.37,0.3,3,0.06395673751831055,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.04993916 0.02051215 0.00734888 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.38,0.3,3,0.04796719551086426,"[0.0023307  0.00806581 0.01780664 0.02419744 0.00642207 0.01083936
 0.0017924  0.01299492 0.01663899]",goal1,"[0.0023307  0.00806581 0.01780664 0.02419744 0.00642207 0.01083936
 0.0017924  0.01299492 0.01663899]",goal3,"[0.         0.         0.         0.17532468 0.         0.
 0.         0.         0.        ]",goal3,goal2
goal2_sas_plan.39,0.3,3,0.03197789192199707,"[0.00246192 0.00625193 0.0349313  0.02617565 0.00463469 0.01016463
 0.00193894 0.01007255 0.01200805]",goal2,"[0.00246192 0.00625193 0.0349313  0.02617565 0.00463469 0.01016463
 0.00193894 0.01007255 0.01200805]",goal2,"[0.         0.         0.15018296 0.04237583 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.4,0.3,3,0.06395721435546875,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal1,"[0.00130156 0.0206722  0.03596863 0.02281539 0.00245029 0.00233555
 0.00121097 0.00877955 0.00634847]",goal2,"[0.         0.02831342 0.07268459 0.02604068 0.         0.
 0.         0.         0.        ]",goal2,goal2
goal2_sas_plan.40,0.3,3,0.06395649909973145,"[0.00282866 0.02306654 0.02875807 0.01824163 0.00140376 0.00260606
 0.00135123 0.00502977 0.00363701]",goal1,"[0.00282866 0.02306654 0.02875807 0.01824163 0.00140376 0.00260606
 0.00135123 0.00502977 0.00363701]",goal2,"[0.         0.04478328 0.0329508  0.01180527 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.5,0.3,3,0.055962562561035156,"[0.00282866 0.02306654 0.02875807 0.01824163 0.00140376 0.00260606
 0.00135123 0.00502977 0.00363701]",goal1,"[0.00282866 0.02306654 0.02875807 0.01824163 0.00140376 0.00260606
 0.00135123 0.00502977 0.00363701]",goal2,"[0.         0.04478328 0.0329508  0.01180527 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.6,0.3,3,0.06395745277404785,"[0.00282866 0.02306654 0.02875807 0.01824163 0.00140376 0.00260606
 0.00135123 0.00502977 0.00363701]",goal1,"[0.00282866 0.02306654 0.02875807 0.01824163 0.00140376 0.00260606
 0.00135123 0.00502977 0.00363701]",goal2,"[0.         0.04478328 0.0329508  0.01180527 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.7,0.3,3,0.051880836486816406,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.04993916 0.02051215 0.00734888 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.8,0.3,3,0.04894852638244629,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.04993916 0.02051215 0.00734888 0.         0.
 0.         0.         0.        ]",goal1,goal2
goal2_sas_plan.9,0.3,3,0.05694389343261719,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal4,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal2,"[0.         0.         0.05890979 0.09425567 0.01178196 0.
 0.         0.         0.        ]",goal3,goal2
goal3_sas_plan.0,0.3,3,0.0489501953125,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.03156827 0.06483221 0.02322741 0.         0.
 0.         0.         0.        ]",goal2,goal3
goal3_sas_plan.1,0.3,3,0.048947811126708984,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal1,"[0.00257478 0.02099626 0.03653249 0.02317305 0.00127777 0.00237216
 0.00122996 0.00457833 0.00331058]",goal2,"[0.         0.04993916 0.02051215 0.00734888 0.         0.
 0.         0.         0.        ]",goal1,goal3
goal3_sas_plan.10,0.3,3,0.05794048309326172,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal3,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal2,"[0.         0.         0.05890979 0.09425567 0.01178196 0.
 0.         0.         0.        ]",goal3,goal3
goal3_sas_plan.11,0.3,4,0.06593513488769531,"[0.00158302 0.00388821 0.03581733 0.03170715 0.01291773 0.00553253
 0.001289   0.00934523 0.01503868]",goal4,"[0.00158302 0.00388821 0.03581733 0.03170715 0.01291773 0.00553253
 0.001289   0.00934523 0.01503868]",goal2,"[0.         0.         0.04039933 0.04039933 0.04039933 0.
 0.         0.         0.        ]",goal2,goal3
goal3_sas_plan.12,0.3,4,0.06593465805053711,"[0.0023835  0.00631029 0.01469766 0.01893087 0.00873948 0.01212013
 0.00180057 0.01305411 0.0226432 ]",goal6,"[0.0023835  0.00631029 0.01469766 0.01893087 0.00873948 0.01212013
 0.00180057 0.01305411 0.0226432 ]",goal8,"[0.0023835  0.00631029 0.01469766 0.01893087 0.00873948 0.01212013
 0.00180057 0.01305411 0.0226432 ]",goal8,goal3
goal3_sas_plan.13,0.3,4,0.05204939842224121,"[0.00222777 0.00547186 0.05040553 0.01100378 0.00547555 0.0077859
 0.001814   0.01315149 0.01418666]",goal2,"[0.00222777 0.00547186 0.05040553 0.01100378 0.00547555 0.0077859
 0.001814   0.01315149 0.01418666]",goal2,"[0.         0.         0.19805195 0.         0.         0.
 0.         0.         0.        ]",goal2,goal3
goal3_sas_plan.14,0.3,3,0.047966957092285156,"[0.00198193 0.00503301 0.02812086 0.02489387 0.00520711 0.02627687
 0.00156091 0.01131659 0.01349114]",goal2,"[0.00198193 0.00503301 0.02812086 0.02489387 0.00520711 0.02627687
 0.00156091 0.01131659 0.01349114]",goal2,"[0.         0.         0.09343304 0.07786087 0.         0.01557217
 0.         0.         0.        ]",goal2,goal3
goal3_sas_plan.15,0.3,3,0.06395673751831055,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal2,"[0.00279139 0.00708859 0.02837909 0.02512247 0.01023508 0.008258
 0.00157524 0.0081832  0.00975565]",goal2,"[0.         0.         0.05890979 0.09425567 0.01178196 0.
 0.         0.         0.        ]",goal3,goal3
goal3_sas_plan.16,0.3,4,0.06395602226257324,"[0.00211709 0.00537626 0.0110508  0.03141422 0.01083363 0.00874093
 0.00166736 0.01208838 0.02011239]",goal3,"[0.00211709 0.00537626 0.0110508  0.03141422 0.01083363 0.00874093
 0.00166736 0.01208838 0.02011239]",goal3,"[0.         0.         0.         0.17532468 0.         0.
 0.         0.         0.        ]",goal3,goal3
goal3_sas_plan.17,0.3,4,0.047966718673706055,"[0.003374   0.00828724 0.05117272 0.00748838 0.00372627 0.0079044
 0.00184161 0.00894996 0.00965442]",goal2,"[0.003374   0.00828724 0.05117272 0.00748838 0.00372627 0.0079044
 0.00184161 0.00894996 0.00965442]",goal2,"[0.         0.         0.19805195 0.         0.         0.
 0.         0.         0.        ]",goal2,goal3
