Model,Incomplete,Step,Time,Prob0,Results0,Prob1,Results1,Prob2,Results2,Label
goal2_sas_plan.11,0.3,10,0.027190208435058594,"[0.01183192 0.00634581 0.03206665 0.00619997 0.01382499 0.00665584
 0.01467166 0.00689381]",goal2,"[0.01183192 0.00634581 0.03206665 0.00619997 0.01382499 0.00665584
 0.01467166 0.00689381]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.12,0.3,11,0.030873775482177734,"[0.01667628 0.00842313 0.03051682 0.00609661 0.01486123 0.00593283
 0.01291252 0.00574516]",goal2,"[0.01667628 0.00842313 0.03051682 0.00609661 0.01486123 0.00593283
 0.01291252 0.00574516]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.13,0.3,12,0.03450798988342285,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.14,0.3,12,0.02869892120361328,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.15,0.3,9,0.02570033073425293,"[0.01036849 0.00601774 0.04240502 0.00636241 0.00920117 0.00510129
 0.01143482 0.00641347]",goal2,"[0.01036849 0.00601774 0.04240502 0.00636241 0.00920117 0.00510129
 0.01143482 0.00641347]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.16,0.3,10,0.029165029525756836,"[0.01348031 0.00722989 0.03335932 0.00588941 0.0131325  0.00577304
 0.01393676 0.0065485 ]",goal2,"[0.01348031 0.00722989 0.03335932 0.00588941 0.0131325  0.00577304
 0.01393676 0.0065485 ]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.17,0.3,7,0.018909454345703125,"[0.01012109 0.00654769 0.06042496 0.00468031 0.00615272 0.00284663
 0.00950036 0.00467154]",goal2,"[0.01012109 0.00654769 0.06042496 0.00468031 0.00615272 0.00284663
 0.00950036 0.00467154]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.18,0.3,12,0.03326606750488281,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.19,0.3,13,0.03384733200073242,"[0.01209414 0.00622173 0.02393506 0.00688812 0.01589209 0.00750747
 0.01551688 0.00763001]",goal7,"[0.01209414 0.00622173 0.02393506 0.00688812 0.01589209 0.00750747
 0.01551688 0.00763001]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.2,0.3,12,0.03278470039367676,"[0.01608718 0.00786502 0.02128218 0.00560894 0.01748439 0.00807068
 0.01660392 0.0071719 ]",goal7,"[0.01608718 0.00786502 0.02128218 0.00560894 0.01748439 0.00807068
 0.01660392 0.0071719 ]",goal2,"[0.01608718 0.00786502 0.02128218 0.00560894 0.01748439 0.00807068
 0.01660392 0.0071719 ]",goal2,goal2
goal2_sas_plan.20,0.3,10,0.027613401412963867,"[0.01183192 0.00634581 0.03206665 0.00619997 0.01382499 0.00665584
 0.01467166 0.00689381]",goal2,"[0.01183192 0.00634581 0.03206665 0.00619997 0.01382499 0.00665584
 0.01467166 0.00689381]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.21,0.3,11,0.03037548065185547,"[0.01337922 0.00702137 0.03145088 0.00564097 0.01337322 0.0069542
 0.01482289 0.00682857]",goal2,"[0.01337922 0.00702137 0.03145088 0.00564097 0.01337322 0.0069542
 0.01482289 0.00682857]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.22,0.3,12,0.032141923904418945,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.23,0.3,7,0.02288365364074707,"[0.01012109 0.00654769 0.06042496 0.00468031 0.00615272 0.00284663
 0.00950036 0.00467154]",goal2,"[0.01012109 0.00654769 0.06042496 0.00468031 0.00615272 0.00284663
 0.00950036 0.00467154]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.24,0.3,9,0.0201566219329834,"[0.01017967 0.00610127 0.04324576 0.00533418 0.01086081 0.0049213
 0.01288045 0.00669543]",goal2,"[0.01017967 0.00610127 0.04324576 0.00533418 0.01086081 0.0049213
 0.01288045 0.00669543]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.25,0.3,9,0.02780461311340332,"[0.01017967 0.00610127 0.04324576 0.00533418 0.01086081 0.0049213
 0.01288045 0.00669543]",goal2,"[0.01017967 0.00610127 0.04324576 0.00533418 0.01086081 0.0049213
 0.01288045 0.00669543]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.26,0.3,10,0.026412010192871094,"[0.01348031 0.00722989 0.03335932 0.00588941 0.0131325  0.00577304
 0.01393676 0.0065485 ]",goal2,"[0.01348031 0.00722989 0.03335932 0.00588941 0.0131325  0.00577304
 0.01393676 0.0065485 ]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.27,0.3,11,0.03138256072998047,"[0.01311597 0.0067474  0.03066493 0.0063233  0.01585679 0.00689187
 0.01424452 0.00644432]",goal2,"[0.01311597 0.0067474  0.03066493 0.0063233  0.01585679 0.00689187
 0.01424452 0.00644432]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.28,0.3,8,0.02361774444580078,"[0.00930622 0.00602053 0.05219386 0.00487649 0.00726417 0.00380836
 0.01121655 0.00624979]",goal2,"[0.00930622 0.00602053 0.05219386 0.00487649 0.00726417 0.00380836
 0.01121655 0.00624979]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.29,0.3,11,0.0300905704498291,"[0.01667628 0.00842313 0.03051682 0.00609661 0.01486123 0.00593283
 0.01291252 0.00574516]",goal2,"[0.01667628 0.00842313 0.03051682 0.00609661 0.01486123 0.00593283
 0.01291252 0.00574516]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.3,0.3,12,0.03173708915710449,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.30,0.3,12,0.0301055908203125,"[0.01558762 0.00731655 0.0222892  0.00625609 0.02031265 0.00920416
 0.01651088 0.00601455]",goal3,"[0.01558762 0.00731655 0.0222892  0.00625609 0.02031265 0.00920416
 0.01651088 0.00601455]",goal2,"[0.01558762 0.00731655 0.0222892  0.00625609 0.02031265 0.00920416
 0.01651088 0.00601455]",goal2,goal2
goal2_sas_plan.31,0.3,10,0.030699729919433594,"[0.01183192 0.00634581 0.03206665 0.00619997 0.01382499 0.00665584
 0.01467166 0.00689381]",goal2,"[0.01183192 0.00634581 0.03206665 0.00619997 0.01382499 0.00665584
 0.01467166 0.00689381]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.32,0.3,11,0.031068086624145508,"[0.01667628 0.00842313 0.03051682 0.00609661 0.01486123 0.00593283
 0.01291252 0.00574516]",goal2,"[0.01667628 0.00842313 0.03051682 0.00609661 0.01486123 0.00593283
 0.01291252 0.00574516]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.33,0.3,9,0.024713516235351562,"[0.01036849 0.00601774 0.04240502 0.00636241 0.00920117 0.00510129
 0.01143482 0.00641347]",goal2,"[0.01036849 0.00601774 0.04240502 0.00636241 0.00920117 0.00510129
 0.01143482 0.00641347]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.34,0.3,11,0.031804800033569336,"[0.01337922 0.00702137 0.03145088 0.00564097 0.01337322 0.0069542
 0.01482289 0.00682857]",goal2,"[0.01337922 0.00702137 0.03145088 0.00564097 0.01337322 0.0069542
 0.01482289 0.00682857]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.35,0.3,12,0.03006744384765625,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.36,0.3,11,0.03535175323486328,"[0.01311597 0.0067474  0.03066493 0.0063233  0.01585679 0.00689187
 0.01424452 0.00644432]",goal2,"[0.01311597 0.0067474  0.03066493 0.0063233  0.01585679 0.00689187
 0.01424452 0.00644432]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.37,0.3,10,0.029404640197753906,"[0.01348031 0.00722989 0.03335932 0.00588941 0.0131325  0.00577304
 0.01393676 0.0065485 ]",goal2,"[0.01348031 0.00722989 0.03335932 0.00588941 0.0131325  0.00577304
 0.01393676 0.0065485 ]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.38,0.3,12,0.03495216369628906,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.39,0.3,9,0.02796769142150879,"[0.01411582 0.00819265 0.03789207 0.00511727 0.01014854 0.00506438
 0.01261219 0.00636707]",goal2,"[0.01411582 0.00819265 0.03789207 0.00511727 0.01014854 0.00506438
 0.01261219 0.00636707]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.4,0.3,13,0.04017782211303711,"[0.01209414 0.00622173 0.02393506 0.00688812 0.01589209 0.00750747
 0.01551688 0.00763001]",goal7,"[0.01209414 0.00622173 0.02393506 0.00688812 0.01589209 0.00750747
 0.01551688 0.00763001]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.40,0.3,12,0.03197050094604492,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.41,0.3,13,0.03228306770324707,"[0.01209414 0.00622173 0.02393506 0.00688812 0.01589209 0.00750747
 0.01551688 0.00763001]",goal7,"[0.01209414 0.00622173 0.02393506 0.00688812 0.01589209 0.00750747
 0.01551688 0.00763001]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.5,0.3,11,0.027993440628051758,"[0.01311597 0.0067474  0.03066493 0.0063233  0.01585679 0.00689187
 0.01424452 0.00644432]",goal2,"[0.01311597 0.0067474  0.03066493 0.0063233  0.01585679 0.00689187
 0.01424452 0.00644432]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.6,0.3,12,0.03491806983947754,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.01401523 0.00707905 0.02891715 0.00601279 0.01587765 0.00686652
 0.01494465 0.00664932]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.7,0.3,9,0.027065515518188477,"[0.01411582 0.00819265 0.03789207 0.00511727 0.01014854 0.00506438
 0.01261219 0.00636707]",goal2,"[0.01411582 0.00819265 0.03789207 0.00511727 0.01014854 0.00506438
 0.01261219 0.00636707]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.8,0.3,8,0.025090694427490234,"[0.00930622 0.00602053 0.05219386 0.00487649 0.00726417 0.00380836
 0.01121655 0.00624979]",goal2,"[0.00930622 0.00602053 0.05219386 0.00487649 0.00726417 0.00380836
 0.01121655 0.00624979]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal2_sas_plan.9,0.3,8,0.026382923126220703,"[0.00930622 0.00602053 0.05219386 0.00487649 0.00726417 0.00380836
 0.01121655 0.00624979]",goal2,"[0.00930622 0.00602053 0.05219386 0.00487649 0.00726417 0.00380836
 0.01121655 0.00624979]",goal2,"[0.         0.         0.13548387 0.         0.         0.
 0.         0.        ]",goal2,goal2
goal3_sas_plan.0,0.3,8,0.02542400360107422,"[0.0134671  0.0072228  0.01883377 0.01100593 0.00921264 0.00466505
 0.01220977 0.0063468 ]",goal3,"[0.0134671  0.0072228  0.01883377 0.01100593 0.00921264 0.00466505
 0.01220977 0.0063468 ]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.1,0.3,8,0.02736377716064453,"[0.0134671  0.0072228  0.01883377 0.01100593 0.00921264 0.00466505
 0.01220977 0.0063468 ]",goal3,"[0.0134671  0.0072228  0.01883377 0.01100593 0.00921264 0.00466505
 0.01220977 0.0063468 ]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.10,0.3,7,0.02479243278503418,"[0.01186503 0.00767592 0.01394871 0.01401085 0.00721288 0.00333713
 0.00867379 0.00620566]",goal3,"[0.01186503 0.00767592 0.01394871 0.01401085 0.00721288 0.00333713
 0.00867379 0.00620566]",goal3,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.2,0.3,7,0.0273587703704834,"[0.01186503 0.00767592 0.01394871 0.01401085 0.00721288 0.00333713
 0.00867379 0.00620566]",goal3,"[0.01186503 0.00767592 0.01394871 0.01401085 0.00721288 0.00333713
 0.00867379 0.00620566]",goal3,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.3,0.3,9,0.02866983413696289,"[0.0118059  0.00707596 0.02061918 0.01139813 0.00902534 0.00510729
 0.01070366 0.00621777]",goal3,"[0.0118059  0.00707596 0.02061918 0.01139813 0.00902534 0.00510729
 0.01070366 0.00621777]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.4,0.3,9,0.027013778686523438,"[0.0118059  0.00707596 0.02061918 0.01139813 0.00902534 0.00510729
 0.01070366 0.00621777]",goal3,"[0.0118059  0.00707596 0.02061918 0.01139813 0.00902534 0.00510729
 0.01070366 0.00621777]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.5,0.3,12,0.03670525550842285,"[0.01502925 0.00746384 0.02031203 0.0072923  0.017317   0.00805055
 0.01575699 0.00639258]",goal3,"[0.01502925 0.00746384 0.02031203 0.0072923  0.017317   0.00805055
 0.01575699 0.00639258]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.6,0.3,8,0.0292661190032959,"[0.0134671  0.0072228  0.01883377 0.01100593 0.00921264 0.00466505
 0.01220977 0.0063468 ]",goal3,"[0.0134671  0.0072228  0.01883377 0.01100593 0.00921264 0.00466505
 0.01220977 0.0063468 ]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.7,0.3,8,0.020972013473510742,"[0.01288494 0.00772269 0.01801962 0.01176765 0.00985025 0.00446339
 0.01045349 0.00607244]",goal3,"[0.01288494 0.00772269 0.01801962 0.01176765 0.00985025 0.00446339
 0.01045349 0.00607244]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.8,0.3,8,0.023777484893798828,"[0.01288494 0.00772269 0.01801962 0.01176765 0.00985025 0.00446339
 0.01045349 0.00607244]",goal3,"[0.01288494 0.00772269 0.01801962 0.01176765 0.00985025 0.00446339
 0.01045349 0.00607244]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal3_sas_plan.9,0.3,8,0.02769160270690918,"[0.0134671  0.0072228  0.01883377 0.01100593 0.00921264 0.00466505
 0.01220977 0.0063468 ]",goal3,"[0.0134671  0.0072228  0.01883377 0.01100593 0.00921264 0.00466505
 0.01220977 0.0063468 ]",goal2,"[0.        0.        0.        0.0344086 0.        0.        0.
 0.       ]",goal3,goal3
goal4_sas_plan.0,0.3,15,0.03738737106323242,"[0.0163314  0.00732661 0.01709543 0.00449956 0.04908572 0.00955194
 0.01340826 0.00659315]",goal7,"[0.0163314  0.00732661 0.01709543 0.00449956 0.04908572 0.00955194
 0.01340826 0.00659315]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.1,0.3,15,0.039545536041259766,"[0.01306189 0.00638596 0.01727995 0.00612472 0.04475169 0.00949043
 0.014518   0.0062709 ]",goal3,"[0.01306189 0.00638596 0.01727995 0.00612472 0.04475169 0.00949043
 0.014518   0.0062709 ]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.10,0.3,12,0.031476736068725586,"[0.01684817 0.00764897 0.0201475  0.00560379 0.02397202 0.01006981
 0.01519823 0.00652067]",goal7,"[0.01684817 0.00764897 0.0201475  0.00560379 0.02397202 0.01006981
 0.01519823 0.00652067]",goal4,"[0.01684817 0.00764897 0.0201475  0.00560379 0.02397202 0.01006981
 0.01519823 0.00652067]",goal4,goal4
goal4_sas_plan.11,0.3,17,0.047119140625,"[0.01818573 0.00770861 0.01695924 0.00529175 0.04420914 0.00914339
 0.01364104 0.0057903 ]",goal7,"[0.01818573 0.00770861 0.01695924 0.00529175 0.04420914 0.00914339
 0.01364104 0.0057903 ]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.12,0.3,15,0.03691840171813965,"[0.01306189 0.00638596 0.01727995 0.00612472 0.04475169 0.00949043
 0.014518   0.0062709 ]",goal3,"[0.01306189 0.00638596 0.01727995 0.00612472 0.04475169 0.00949043
 0.014518   0.0062709 ]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.13,0.3,16,0.04194307327270508,"[0.01476707 0.00701959 0.01880144 0.00607855 0.02509537 0.0106747
 0.01587721 0.00668505]",goal7,"[0.01476707 0.00701959 0.01880144 0.00607855 0.02509537 0.0106747
 0.01587721 0.00668505]",goal4,"[0.01476707 0.00701959 0.01880144 0.00607855 0.02509537 0.0106747
 0.01587721 0.00668505]",goal4,goal4
goal4_sas_plan.14,0.3,17,0.04075789451599121,"[0.01855202 0.00751067 0.01646311 0.00520347 0.04323255 0.00915766
 0.01399274 0.00607207]",goal7,"[0.01855202 0.00751067 0.01646311 0.00520347 0.04323255 0.00915766
 0.01399274 0.00607207]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.15,0.3,14,0.03956246376037598,"[0.01525403 0.00684328 0.01841973 0.00559261 0.04584758 0.00958239
 0.0155166  0.00533842]",goal3,"[0.01525403 0.00684328 0.01841973 0.00559261 0.04584758 0.00958239
 0.0155166  0.00533842]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.16,0.3,15,0.035485267639160156,"[0.01374678 0.00682694 0.01475012 0.00490343 0.04649822 0.00858823
 0.02286545 0.00541418]",goal6,"[0.01374678 0.00682694 0.01475012 0.00490343 0.04649822 0.00858823
 0.02286545 0.00541418]",goal4,"[0.         0.         0.         0.         0.15128431 0.
 0.06351759 0.        ]",goal4,goal4
goal4_sas_plan.17,0.3,13,0.03403186798095703,"[0.0161071  0.00707279 0.01543885 0.00495142 0.0467131  0.01516672
 0.01306762 0.0054392 ]",goal7,"[0.0161071  0.00707279 0.01543885 0.00495142 0.0467131  0.01516672
 0.01306762 0.0054392 ]",goal4,"[0.         0.         0.         0.         0.18502892 0.04946011
 0.         0.        ]",goal4,goal4
goal4_sas_plan.18,0.3,15,0.03747415542602539,"[0.01627358 0.00707707 0.01761365 0.00525625 0.04496661 0.01097976
 0.01494049 0.00540749]",goal3,"[0.01627358 0.00707707 0.01761365 0.00525625 0.04496661 0.01097976
 0.01494049 0.00540749]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.19,0.3,17,0.049158573150634766,"[0.01818573 0.00770861 0.01695924 0.00529175 0.04420914 0.00914339
 0.01364104 0.0057903 ]",goal7,"[0.01818573 0.00770861 0.01695924 0.00529175 0.04420914 0.00914339
 0.01364104 0.0057903 ]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.2,0.3,17,0.049530029296875,"[0.01835109 0.00729132 0.01606816 0.0049843  0.04174573 0.01310957
 0.01539279 0.00514665]",goal3,"[0.01835109 0.00729132 0.01606816 0.0049843  0.04174573 0.01310957
 0.01539279 0.00514665]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.20,0.3,14,0.039037466049194336,"[0.01400222 0.00707247 0.01787687 0.00472544 0.04671097 0.00872094
 0.01378285 0.00719643]",goal7,"[0.01400222 0.00707247 0.01787687 0.00472544 0.04671097 0.00872094
 0.01378285 0.00719643]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.21,0.3,15,0.04061126708984375,"[0.01627358 0.00707707 0.01761365 0.00525625 0.04496661 0.01097976
 0.01494049 0.00540749]",goal3,"[0.01627358 0.00707707 0.01761365 0.00525625 0.04496661 0.01097976
 0.01494049 0.00540749]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.22,0.3,17,0.042285919189453125,"[0.01818573 0.00770861 0.01695924 0.00529175 0.04420914 0.00914339
 0.01364104 0.0057903 ]",goal7,"[0.01818573 0.00770861 0.01695924 0.00529175 0.04420914 0.00914339
 0.01364104 0.0057903 ]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.23,0.3,16,0.040429115295410156,"[0.01412696 0.0068069  0.01705874 0.00597476 0.04400386 0.00953144
 0.01437012 0.00612547]",goal3,"[0.01412696 0.0068069  0.01705874 0.00597476 0.04400386 0.00953144
 0.01437012 0.00612547]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.24,0.3,16,0.03927278518676758,"[0.01851663 0.00744681 0.01635409 0.00513486 0.0468556  0.00980367
 0.01392643 0.00562365]",goal7,"[0.01851663 0.00744681 0.01635409 0.00513486 0.0468556  0.00980367
 0.01392643 0.00562365]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.25,0.3,16,0.041666507720947266,"[0.01412696 0.0068069  0.01705874 0.00597476 0.04400386 0.00953144
 0.01437012 0.00612547]",goal3,"[0.01412696 0.0068069  0.01705874 0.00597476 0.04400386 0.00953144
 0.01437012 0.00612547]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.26,0.3,15,0.03780388832092285,"[0.01633359 0.00741535 0.01730248 0.00511317 0.04665764 0.01102025
 0.01473404 0.00527058]",goal3,"[0.01633359 0.00741535 0.01730248 0.00511317 0.04665764 0.01102025
 0.01473404 0.00527058]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.27,0.3,14,0.03656411170959473,"[0.01400222 0.00707247 0.01787687 0.00472544 0.04671097 0.00872094
 0.01378285 0.00719643]",goal7,"[0.01400222 0.00707247 0.01787687 0.00472544 0.04671097 0.00872094
 0.01378285 0.00719643]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.28,0.3,16,0.04295468330383301,"[0.01500177 0.00688203 0.01819617 0.00540278 0.04631346 0.01077447
 0.01546575 0.00522675]",goal3,"[0.01500177 0.00688203 0.01819617 0.00540278 0.04631346 0.01077447
 0.01546575 0.00522675]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.29,0.3,15,0.038687705993652344,"[0.01271624 0.00631515 0.017186   0.0057132  0.04645168 0.00794441
 0.01554924 0.00681269]",goal7,"[0.01271624 0.00631515 0.017186   0.0057132  0.04645168 0.00794441
 0.01554924 0.00681269]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.3,0.3,15,0.03678274154663086,"[0.01910365 0.00823279 0.01695263 0.00570376 0.02536566 0.01003813
 0.0153381  0.00625262]",goal7,"[0.01910365 0.00823279 0.01695263 0.00570376 0.02536566 0.01003813
 0.0153381  0.00625262]",goal4,"[0.01910365 0.00823279 0.01695263 0.00570376 0.02536566 0.01003813
 0.0153381  0.00625262]",goal4,goal4
goal4_sas_plan.30,0.3,15,0.03726768493652344,"[0.01549157 0.00727146 0.01587251 0.0050905  0.04802523 0.00977805
 0.01535087 0.00597748]",goal7,"[0.01549157 0.00727146 0.01587251 0.0050905  0.04802523 0.00977805
 0.01535087 0.00597748]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
goal4_sas_plan.31,0.3,12,0.03310656547546387,"[0.01367345 0.00668495 0.01947979 0.00411092 0.06071221 0.00685976
 0.01411267 0.00656451]",goal4,"[0.01367345 0.00668495 0.01947979 0.00411092 0.06071221 0.00685976
 0.01411267 0.00656451]",goal4,"[0.         0.         0.         0.         0.31397849 0.
 0.         0.        ]",goal4,goal4
